scenario_id,case_name,num_generators,time_horizon,objective,solve_time,gap,solver_status,termination_condition,feasible,error
20,case118_reduced,54,24,2283661.688110707,1.0073323110118508,0.000966202599112843,ok,optimal,True,
21,case118_reduced,54,24,2347302.312206455,0.4910285020014271,0.0008995949691124564,ok,optimal,True,
22,case118_reduced,54,24,2171432.978527193,0.9266476539778523,0.0007172680251905154,ok,optimal,True,
23,case118_reduced,54,24,2404921.7074420233,0.7614422260085121,0.0009988278770789653,ok,optimal,True,
24,case118_reduced,54,24,2417933.5790617783,0.7086536770220846,0.0009988741443715638,ok,optimal,True,
25,case118_reduced,54,24,2695702.683484892,1.1445653190021403,0.0009680696307988985,ok,optimal,True,
26,case118_reduced,54,24,2332015.0765101803,0.9362582379835658,0.0007531280437695665,ok,optimal,True,
27,case118_reduced,54,24,2138932.015800575,0.7611380839953199,0.0009983104011415521,ok,optimal,True,
28,case118_reduced,54,24,2114646.333694352,0.7607446910114959,0.000998996394693542,ok,optimal,True,
29,case118_reduced,54,24,2713461.8944425075,0.8508564409567043,0.000911666153551081,ok,optimal,True,
30,case118_reduced,54,24,2129764.0548407603,1.0625164399971254,0.0009996724229629174,ok,optimal,True,
31,case118_reduced,54,24,2482781.844329174,0.643698983010836,0.0007242677691587237,ok,optimal,True,
32,case118_reduced,54,24,2175579.5461280523,0.6959500600351021,0.0008284278091001452,ok,optimal,True,
33,case118_reduced,54,24,1980609.8951327242,0.8102421729709022,0.000980017055285921,ok,optimal,True,
34,case118_reduced,54,24,2310015.62103063,0.674638258991763,0.000996686380946698,ok,optimal,True,
35,case118_reduced,54,24,2413678.994975391,0.800961737986654,0.0007993597432760203,ok,optimal,True,
36,case118_reduced,54,24,2059759.197543903,0.5818290790193714,0.0008769296471417481,ok,optimal,True,
37,case118_reduced,54,24,2042259.467157461,0.6785706389928237,0.0008381276453217231,ok,optimal,True,
38,case118_reduced,54,24,2383109.6905527357,0.8230710019706748,0.0008933766282615615,ok,optimal,True,
39,case118_reduced,54,24,1953362.6978096764,0.7717461049905978,0.0004872725014415765,ok,optimal,True,
40,case118_reduced,54,24,2042282.3312781402,0.9833648449857719,0.0008857122324904025,ok,optimal,True,
41,case118_reduced,54,24,2251652.974089718,0.38098813203396276,0.000998170129432875,ok,optimal,True,
42,case118_reduced,54,24,2392985.6406263704,0.8498497160035186,0.0009999841345688678,ok,optimal,True,
43,case118_reduced,54,24,2515700.214113238,0.7991301150177605,0.0009083140263242883,ok,optimal,True,
44,case118_reduced,54,24,2623907.1519996165,1.1449050939991139,0.000913153055713936,ok,optimal,True,
45,case118_reduced,54,24,2016579.6938974946,0.9328787950216793,0.0009684093559586698,ok,optimal,True,
46,case118_reduced,54,24,2127059.863145986,0.5334398379782215,0.0008908857551759575,ok,optimal,True,
47,case118_reduced,54,24,2011535.9419011201,0.944345481984783,0.0007023288746460486,ok,optimal,True,
48,case118_reduced,54,24,2392443.534724381,0.6540167150087655,0.0008768783342034078,ok,optimal,True,
49,case118_reduced,54,24,2509279.37619579,0.7271695559611544,0.0009833461785677302,ok,optimal,True,
50,case118_reduced,54,24,2191066.3564255503,0.7436323059955612,0.0009943525920913885,ok,optimal,True,
51,case118_reduced,54,24,2193112.494223073,0.8398044970235787,0.0006778849907519675,ok,optimal,True,
52,case118_reduced,54,24,2133356.9827012653,1.0317165460437536,0.0009997576707883532,ok,optimal,True,
53,case118_reduced,54,24,2500261.2753061373,0.7979765679920092,0.0007111395066592445,ok,optimal,True,
54,case118_reduced,54,24,2288024.9885429614,0.8271455049980432,0.00037574040487013536,ok,optimal,True,
55,case118_reduced,54,24,2038374.1506374157,1.1541013050009497,0.0007526788103116908,ok,optimal,True,
56,case118_reduced,54,24,2379579.775574383,0.8035161209991202,0.0008655791029031526,ok,optimal,True,
57,case118_reduced,54,24,2465272.3299685777,1.3130547779728658,0.0009886401442130237,ok,optimal,True,
58,case118_reduced,54,24,2340091.8743666518,0.5882187630049884,0.000998622389313615,ok,optimal,True,
59,case118_reduced,54,24,2264340.3393154657,0.7594474889920093,0.0008008256827531493,ok,optimal,True,
60,case118_reduced,54,24,2251776.025657465,0.6445469689788297,0.0009987983871391846,ok,optimal,True,
61,case118_reduced,54,24,2060446.745943634,0.7304832980153151,0.000893090503186309,ok,optimal,True,
62,case118_reduced,54,24,2509062.5478248117,0.6519946660264395,0.0009708601212893455,ok,optimal,True,
63,case118_reduced,54,24,2528899.422172696,0.332450853951741,0.0008919433426742545,ok,optimal,True,
64,case118_reduced,54,24,2414105.3303744355,0.6861148540046997,0.0009988493145689792,ok,optimal,True,
65,case118_reduced,54,24,2160383.6480745957,0.5247294110013172,0.0008938726015793095,ok,optimal,True,
66,case118_reduced,54,24,2310735.4260571515,0.7994641049881466,0.0008793614377576134,ok,optimal,True,
67,case118_reduced,54,24,2545237.366498954,0.5763557589962147,0.0009997152762400124,ok,optimal,True,
68,case118_reduced,54,24,2636331.8446287196,0.739492769993376,0.0009586327129189181,ok,optimal,True,
69,case118_reduced,54,24,2182546.0384875042,1.0341656789532863,0.0008379661898650953,ok,optimal,True,
70,case118_reduced,54,24,2217825.735754209,0.8516960120177828,0.0008949554416994559,ok,optimal,True,
71,case118_reduced,54,24,2324801.086562515,0.8087886900175363,0.0009997129734201288,ok,optimal,True,
72,case118_reduced,54,24,2653718.669837151,0.6083296950091608,0.0009090733179467613,ok,optimal,True,
73,case118_reduced,54,24,2128418.9621684793,0.5758059830404818,0.0009966538192190827,ok,optimal,True,
74,case118_reduced,54,24,1933866.5377074229,0.6883447829750367,0.0009134659331499351,ok,optimal,True,
75,case118_reduced,54,24,2106692.6307940246,0.8520683299866505,0.0008942175697314366,ok,optimal,True,
76,case118_reduced,54,24,2370623.5399110704,0.7515980930184014,0.0008794365749997546,ok,optimal,True,
77,case118_reduced,54,24,1989470.1062400108,0.9848775169812143,0.0009163322473454259,ok,optimal,True,
78,case118_reduced,54,24,2074145.653236938,0.6737978410092182,0.0007400536907840794,ok,optimal,True,
79,case118_reduced,54,24,2397960.9088631654,1.0976018760120496,0.0007014730960344787,ok,optimal,True,
80,case118_reduced,54,24,2046167.1070390358,0.6587002350133844,0.0008673989000674875,ok,optimal,True,
81,case118_reduced,54,24,1942411.0703197422,1.4875797639833763,0.0009550986283209924,ok,optimal,True,
82,case118_reduced,54,24,2197538.7279777694,0.6212532399804331,0.0009392750822394836,ok,optimal,True,
83,case118_reduced,54,24,2424120.8409704673,0.6499353999970481,0.0009987825692332581,ok,optimal,True,
84,case118_reduced,54,24,2055723.4674207754,0.8805122189805843,0.0009233033464935074,ok,optimal,True,
85,case118_reduced,54,24,2343162.0147367185,0.8608692279667594,0.000997205369770941,ok,optimal,True,
86,case118_reduced,54,24,2093562.0549802103,0.6657654559821822,0.0009177189231343409,ok,optimal,True,
87,case118_reduced,54,24,2294643.922982113,1.2553403800120577,0.0009248703815797961,ok,optimal,True,
88,case118_reduced,54,24,2257865.2240212867,0.8956345740007237,0.00099951207730143,ok,optimal,True,
89,case118_reduced,54,24,2195363.6763803256,0.7840159829938784,0.0009987746425927351,ok,optimal,True,
90,case118_reduced,54,24,2452367.5971749835,0.9127855590195395,0.0008885863581420961,ok,optimal,True,
91,case118_reduced,54,24,2045891.825106895,0.7929320580442436,0.0007121637395366988,ok,optimal,True,
92,case118_reduced,54,24,1889717.5014236965,1.0559007599949837,0.000971745142791221,ok,optimal,True,
93,case118_reduced,54,24,2629811.8178372313,0.9275424680090509,0.0009741433258270955,ok,optimal,True,
94,case118_reduced,54,24,2777926.0905311164,0.6666786739951931,0.0009982747363312028,ok,optimal,True,
95,case118_reduced,54,24,2218141.126293467,0.5552564810495824,0.0008117647337152029,ok,optimal,True,
96,case118_reduced,54,24,2167457.965857017,0.41922577598597854,0.0007021723418951957,ok,optimal,True,
97,case118_reduced,54,24,2129587.147425459,0.6242381559568457,0.0009938679860448277,ok,optimal,True,
98,case118_reduced,54,24,2602496.618489934,0.8042261669761501,0.0005652230892378286,ok,optimal,True,
99,case118_reduced,54,24,2152647.1105341734,0.9180562099791132,0.0009274868377312276,ok,optimal,True,
100,case118_reduced,54,24,2194683.2470847783,0.7081385299679823,0.000883435832521972,ok,optimal,True,
101,case118_reduced,54,24,2549008.1103296354,0.7694009009865113,0.0009987578664011824,ok,optimal,True,
102,case118_reduced,54,24,2125816.1749179927,0.6780050059896894,0.0009256984445490311,ok,optimal,True,
103,case118_reduced,54,24,2139413.273786061,0.8474109260132536,0.0009989726046911217,ok,optimal,True,
104,case118_reduced,54,24,2528243.7689530025,1.0115706190117635,0.000826100786213286,ok,optimal,True,
105,case118_reduced,54,24,2054745.6233747918,0.8651825810084119,0.0009843884352668697,ok,optimal,True,
106,case118_reduced,54,24,2296444.69021348,0.651733189006336,0.0009605648924656889,ok,optimal,True,
107,case118_reduced,54,24,1970682.3933583393,0.5991986840381287,0.0007388680713976728,ok,optimal,True,
108,case118_reduced,54,24,2314021.2643278483,0.8236382259638049,0.000916200690323828,ok,optimal,True,
109,case118_reduced,54,24,2545878.4969491386,0.6391538479947485,0.0009982916129372293,ok,optimal,True,
110,case118_reduced,54,24,2086098.734050219,1.0242984750075266,0.0008780816536657675,ok,optimal,True,
111,case118_reduced,54,24,2144270.769515206,0.8046068309922703,0.0003362481171662784,ok,optimal,True,
112,case118_reduced,54,24,2371203.2913495842,1.3651431259931996,0.0009733488523611571,ok,optimal,True,
113,case118_reduced,54,24,2373382.6076731076,0.9141279220348224,0.0006598334817469407,ok,optimal,True,
114,case118_reduced,54,24,2119497.2135516605,0.8904496630420908,0.00042443683160280814,ok,optimal,True,
115,case118_reduced,54,24,2134000.329373129,0.8789284200174734,0.0007582171447985943,ok,optimal,True,
116,case118_reduced,54,24,2644995.4729655175,0.5513558749807999,0.0007817518849925377,ok,optimal,True,
117,case118_reduced,54,24,2471290.7809359985,1.0392547540250234,0.0009318052006508331,ok,optimal,True,
118,case118_reduced,54,24,2003294.3498574786,0.5757784530287609,0.000833720032591108,ok,optimal,True,
119,case118_reduced,54,24,2205440.5728359753,0.6945082799647935,0.0008561285242526261,ok,optimal,True,
120,case118_reduced,54,24,1924589.7146872007,0.9264692840515636,0.0007426913811722441,ok,optimal,True,
121,case118_reduced,54,24,2481043.0321392575,1.0804090649471618,0.0008611360029133196,ok,optimal,True,
122,case118_reduced,54,24,2230601.8275895678,0.8787740090047009,0.0009686039178807772,ok,optimal,True,
123,case118_reduced,54,24,1927633.8592001558,0.7977095170062967,0.0008388097193661295,ok,optimal,True,
124,case118_reduced,54,24,2656760.95394388,0.9516180549981073,0.0009042620410425032,ok,optimal,True,
125,case118_reduced,54,24,2341492.746840304,0.6073413070407696,0.0009989482109945724,ok,optimal,True,
126,case118_reduced,54,24,2079026.4619299502,0.4602684239507653,0.0009988633902762451,ok,optimal,True,
127,case118_reduced,54,24,2549709.315291801,1.2364683789783157,0.0008726685438892635,ok,optimal,True,
128,case118_reduced,54,24,2008850.8958638776,0.8392188210273162,0.0009490112848012395,ok,optimal,True,
129,case118_reduced,54,24,2619544.015836001,0.8144577479688451,0.0009989509862375298,ok,optimal,True,
130,case118_reduced,54,24,1988953.9580524852,0.5749777940218337,0.000994412451542314,ok,optimal,True,
131,case118_reduced,54,24,2326695.9578873394,0.7999733380274847,0.0009987990533592886,ok,optimal,True,
132,case118_reduced,54,24,2082960.893775675,1.120866282028146,0.0007655872205791633,ok,optimal,True,
133,case118_reduced,54,24,2078123.4712218684,0.669418262958061,0.0009434994867991689,ok,optimal,True,
134,case118_reduced,54,24,2169044.0181112727,0.7405783829744905,0.0009512105713081567,ok,optimal,True,
135,case118_reduced,54,24,1895127.896536667,0.739803206990473,0.0009617617034180851,ok,optimal,True,
136,case118_reduced,54,24,2195199.5887622945,0.6701563719543628,0.000997821517076555,ok,optimal,True,
137,case118_reduced,54,24,2252508.853924142,0.6630106679513119,0.0009624358793772336,ok,optimal,True,
138,case118_reduced,54,24,2426859.4991489896,0.6991759370430373,0.0009987893726013655,ok,optimal,True,
139,case118_reduced,54,24,2179557.9121572534,0.8473998209810816,0.0007577606759896429,ok,optimal,True,
140,case118_reduced,54,24,2544925.0790543174,1.045718498993665,0.0009059173262291536,ok,optimal,True,
141,case118_reduced,54,24,2347963.3704669112,1.0452500150422566,0.000857087925035716,ok,optimal,True,
142,case118_reduced,54,24,2152064.545163201,1.0767892739968374,0.0006163978429575851,ok,optimal,True,
143,case118_reduced,54,24,2291546.1228691544,0.8226875680265948,0.0009191411528251651,ok,optimal,True,
144,case118_reduced,54,24,2259082.5189327393,0.953306506969966,0.0009987037446283925,ok,optimal,True,
145,case118_reduced,54,24,2455390.6440497427,0.9662004050333053,0.0008031032068625042,ok,optimal,True,
146,case118_reduced,54,24,2572306.635513454,0.8270051190047525,0.0009126392377464748,ok,optimal,True,
147,case118_reduced,54,24,2188014.421060172,0.7704363610246219,0.0007250013788929843,ok,optimal,True,
148,case118_reduced,54,24,2436413.65971624,0.86339469300583,0.0009044176463953628,ok,optimal,True,
149,case118_reduced,54,24,1935626.1487090623,1.0331700159586035,0.000769731530581102,ok,optimal,True,
150,case118_reduced,54,24,1975553.2198960138,0.7521489419741556,0.0008863509845636316,ok,optimal,True,
151,case118_reduced,54,24,2239523.5631840723,0.7450897180242464,0.0006111364668147047,ok,optimal,True,
152,case118_reduced,54,24,2544085.852552738,0.5756310769938864,0.0009205576850189282,ok,optimal,True,
153,case118_reduced,54,24,2594539.2554822504,0.837515146995429,0.000991694507019138,ok,optimal,True,
154,case118_reduced,54,24,2586359.2423835383,0.8147162180393934,0.0009985042201429881,ok,optimal,True,
155,case118_reduced,54,24,2503802.9746692018,0.927915076026693,0.0007767934212712398,ok,optimal,True,
156,case118_reduced,54,24,2284492.369711324,0.7797191280405968,0.0006042380963967697,ok,optimal,True,
157,case118_reduced,54,24,1887764.2833422683,0.6798952090321109,0.0009994731087848428,ok,optimal,True,
158,case118_reduced,54,24,2318764.028276457,0.8324049439979717,0.0009200649838377666,ok,optimal,True,
159,case118_reduced,54,24,2528577.719008889,0.8175543849938549,0.0008856206399716015,ok,optimal,True,
160,case118_reduced,54,24,2393416.25102345,0.8198208670364693,0.0009605793050214919,ok,optimal,True,
161,case118_reduced,54,24,2053138.9386639511,0.7855763429543003,0.0008606519887751747,ok,optimal,True,
162,case118_reduced,54,24,2530353.1850771117,0.7535369800170884,0.0005740313349449379,ok,optimal,True,
163,case118_reduced,54,24,2038436.6884508545,0.8605699870386161,0.0009787800516966112,ok,optimal,True,
164,case118_reduced,54,24,2095181.6193531777,0.8868339200271294,0.0009117661103573199,ok,optimal,True,
165,case118_reduced,54,24,2135401.1113509214,0.7871922830236144,0.0006737390628376456,ok,optimal,True,
166,case118_reduced,54,24,2057745.3985988481,0.7606912920018658,0.0007276918846663183,ok,optimal,True,
